City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Sorland,NO,2022-03-03 06:30:51,67.667,12.6934,37.26,60,100,12.33,overcast clouds
261,Dzaoudzi,YT,2022-03-03 06:30:51,-12.7887,45.2699,84.09,84,75,8.05,light rain
262,Miyako,JP,2022-03-03 06:30:52,39.6367,141.9525,39.18,55,4,19.13,clear sky
263,Ferrol,ES,2022-03-03 06:30:53,43.4832,-8.2369,49.71,90,100,16.93,overcast clouds
264,Kroya,ID,2022-03-03 06:30:54,-7.6331,109.2461,86.2,71,100,10.74,overcast clouds
265,Urcos,PE,2022-03-03 06:30:54,-13.6861,-71.6228,45.43,91,82,3.62,broken clouds
266,Butaritari,KI,2022-03-03 06:30:55,3.0707,172.7902,80.96,83,100,15.97,moderate rain
267,San Quintin,MX,2022-03-03 06:30:56,30.4833,-115.95,60.57,62,89,2.33,overcast clouds
268,Vostok,RU,2022-03-03 06:30:57,46.4856,135.8833,17.02,90,100,12.01,light snow
269,Alice Springs,AU,2022-03-03 06:30:10,-23.7,133.8833,101.75,14,12,5.75,few clouds
270,Salalah,OM,2022-03-03 06:30:58,17.0151,54.0924,84.29,42,0,2.3,clear sky
271,Struer,DK,2022-03-03 06:30:59,56.4912,8.5838,29.1,82,0,7.02,clear sky
272,Warrington,GB,2022-03-03 06:30:59,53.3925,-2.5802,45.45,89,100,8.05,light rain
273,Touros,BR,2022-03-03 06:31:00,-5.1989,-35.4608,76.1,81,100,7.72,overcast clouds
274,Bismarck,US,2022-03-03 06:31:00,46.8083,-100.7837,15.82,78,75,8.05,broken clouds
275,Inhambane,MZ,2022-03-03 06:31:01,-23.865,35.3833,80.58,69,20,5.75,few clouds
276,Hami,CN,2022-03-03 06:31:02,42.8,93.45,48.11,24,6,9.28,clear sky
277,Vila Velha,BR,2022-03-03 06:31:02,-20.3297,-40.2925,78.75,90,20,6.91,few clouds
278,Cabedelo,BR,2022-03-03 06:31:03,-6.9811,-34.8339,77.67,80,92,6.96,overcast clouds
279,Bambanglipuro,ID,2022-03-03 06:31:04,-7.95,110.2833,85.33,69,100,11.97,overcast clouds
280,Ilulissat,GL,2022-03-03 06:31:05,69.2167,-51.1,30.22,37,69,23.02,broken clouds
281,Beringovskiy,RU,2022-03-03 06:31:06,63.05,179.3167,15.94,95,100,10.87,light snow
282,Sitka,US,2022-03-03 06:31:06,57.0531,-135.33,35.49,80,0,5.75,clear sky
283,Casalmaggiore,IT,2022-03-03 06:31:07,44.9939,10.4189,39.16,56,42,0.31,scattered clouds
284,Dingle,PH,2022-03-03 06:31:07,10.9995,122.6711,84.52,69,47,14.92,moderate rain
285,La Paz,BO,2022-03-03 06:31:08,-16.5,-68.15,46.38,100,75,9.22,fog
286,Wick,GB,2022-03-03 06:31:09,58.4333,-3.0833,42.85,87,100,34.52,overcast clouds
287,Yulara,AU,2022-03-03 06:31:10,-25.2406,130.9889,102.61,18,93,8.75,overcast clouds
288,Kalemie,CD,2022-03-03 06:31:10,-5.9475,29.1947,71.24,87,97,6.02,overcast clouds
289,Bereda,ES,2022-03-03 06:31:11,43.2686,-7.5406,47.14,100,100,4.12,moderate rain
290,Farakka,IN,2022-03-03 06:31:12,24.8167,87.9,87.21,18,0,7.87,clear sky
291,Paamiut,GL,2022-03-03 06:31:12,61.994,-49.6678,16.23,91,100,6.78,light snow
292,Tanout,NE,2022-03-03 06:31:13,14.9709,8.8879,72.64,8,66,9.86,broken clouds
293,Srandakan,ID,2022-03-03 06:31:14,-7.9386,110.2506,85.46,69,100,11.72,overcast clouds
294,Beloha,MG,2022-03-03 06:27:05,-25.1667,45.05,80.64,71,51,9.93,broken clouds
295,Kungurtug,RU,2022-03-03 06:31:15,50.5994,97.5228,11.19,67,100,15.28,overcast clouds
296,Dubbo,AU,2022-03-03 06:30:43,-32.25,148.6167,86.13,39,100,14.97,overcast clouds
297,Tautira,PF,2022-03-03 06:31:16,-17.7333,-149.15,82.42,74,32,15.19,scattered clouds
298,Kolda,SN,2022-03-03 06:31:16,12.8833,-14.95,71.91,49,0,4.61,clear sky
299,Mandera,KE,2022-03-03 06:31:17,3.9366,41.867,89.4,35,5,15.75,clear sky
300,Yumen,CN,2022-03-03 06:31:18,40.2833,97.2,44.46,27,100,29.95,overcast clouds
301,Solnechnyy,RU,2022-03-03 06:31:18,50.7214,136.6319,15.82,89,100,1.61,light snow
302,Buala,SB,2022-03-03 06:31:19,-8.145,159.5921,81.05,82,100,5.7,light rain
303,Luderitz,NA,2022-03-03 06:31:20,-26.6481,15.1594,66.34,82,1,5.08,clear sky
304,Tottori,JP,2022-03-03 06:31:21,35.5,134.2333,50.07,53,75,14.97,broken clouds
305,Faya,SA,2022-03-03 06:31:21,18.3851,42.4509,66.31,30,0,4.43,clear sky
306,Mulege,MX,2022-03-03 06:31:22,26.8833,-111.9833,68.32,30,100,3.49,overcast clouds
307,Muros,ES,2022-03-03 06:31:22,42.7762,-9.0603,52.23,92,100,16.67,overcast clouds
308,Marshfield,US,2022-03-03 06:31:23,44.6689,-90.1718,19.35,53,0,0.0,clear sky
309,Ancud,CL,2022-03-03 06:31:24,-41.8697,-73.8203,61.23,96,40,5.99,scattered clouds
310,La Ronge,CA,2022-03-03 06:31:25,55.1001,-105.2842,-7.35,77,0,4.61,clear sky
311,Karwar,IN,2022-03-03 06:31:25,14.8,74.1333,90.34,29,65,5.37,broken clouds
312,Cabo San Lucas,MX,2022-03-03 06:28:07,22.8909,-109.9124,71.51,43,16,8.1,few clouds
313,Vicosa,BR,2022-03-03 06:31:26,-20.7539,-42.8819,64.18,96,76,4.38,broken clouds
314,Asosa,ET,2022-03-03 06:31:27,10.0667,34.5333,83.91,21,85,4.41,overcast clouds
315,Severo-Kurilsk,RU,2022-03-03 06:31:27,50.6789,156.125,23.94,62,97,27.83,overcast clouds
316,Sari,IR,2022-03-03 06:31:28,36.5633,53.0601,49.59,100,100,4.61,fog
317,Cayenne,GF,2022-03-03 06:31:29,4.9333,-52.3333,79.09,88,75,5.99,broken clouds
318,Birjand,IR,2022-03-03 06:31:30,32.8663,59.2211,63.07,25,75,6.91,broken clouds
319,Samur,RU,2022-03-03 06:31:30,41.8253,48.486,49.33,77,93,4.43,overcast clouds
320,Camargo,MX,2022-03-03 06:31:31,27.6667,-105.1667,62.78,21,100,0.54,overcast clouds
321,Bandarbeyla,SO,2022-03-03 06:31:32,9.4942,50.8122,80.47,57,8,18.68,clear sky
322,Camopi,GF,2022-03-03 06:31:32,3.1655,-52.3158,70.81,100,100,1.59,overcast clouds
323,Alofi,NU,2022-03-03 06:31:33,-19.0595,-169.9187,78.69,89,99,1.14,overcast clouds
324,Olinda,BR,2022-03-03 06:31:34,-8.0089,-34.8553,82.13,83,40,4.61,scattered clouds
325,Peniche,PT,2022-03-03 06:31:34,39.3558,-9.3811,60.62,95,100,28.83,overcast clouds
326,Port Hedland,AU,2022-03-03 06:31:35,-20.3167,118.5667,96.85,49,40,14.97,scattered clouds
327,Cascais,PT,2022-03-03 06:31:36,38.6979,-9.4215,60.51,76,92,13.0,overcast clouds
328,Quelimane,MZ,2022-03-03 06:31:36,-17.8786,36.8883,76.95,88,40,9.22,scattered clouds
329,Uchiza,PE,2022-03-03 06:31:37,-8.4592,-76.4633,67.14,86,100,1.7,overcast clouds
330,Khatanga,RU,2022-03-03 06:31:38,71.9667,102.5,-9.56,92,92,5.95,overcast clouds
331,Fenoarivo,MG,2022-03-03 06:31:38,-18.933,47.4354,71.67,83,75,0.0,broken clouds
332,Qasigiannguit,GL,2022-03-03 06:31:39,68.8193,-51.1922,30.45,86,100,6.62,overcast clouds
333,Wuda,CN,2022-03-03 06:31:40,39.4994,106.7117,46.78,20,0,28.3,clear sky
334,Cap Malheureux,MU,2022-03-03 06:31:40,-19.9842,57.6142,82.47,85,11,7.0,few clouds
335,Dunedin,NZ,2022-03-03 06:28:03,-45.8742,170.5036,61.81,69,89,7.0,overcast clouds
336,Naze,JP,2022-03-03 06:31:41,28.3667,129.4833,61.72,59,0,8.34,clear sky
337,Balkanabat,TM,2022-03-03 06:31:42,39.5108,54.3671,70.65,27,34,13.49,scattered clouds
338,Mount Darwin,ZW,2022-03-03 06:31:43,-16.7725,31.5838,75.0,72,28,3.4,scattered clouds
339,Lompoc,US,2022-03-03 06:31:43,34.6391,-120.4579,60.12,85,0,4.61,clear sky
340,Nuuk,GL,2022-03-03 06:31:44,64.1835,-51.7216,16.41,86,75,24.16,light snow
341,Poso,ID,2022-03-03 06:31:44,-1.3959,120.7524,85.42,69,88,4.88,overcast clouds
342,Lata,PT,2022-03-03 06:31:45,40.1629,-8.3327,55.92,97,100,7.45,overcast clouds
343,Changji,CN,2022-03-03 06:31:46,44.0167,87.3167,41.79,70,75,2.24,broken clouds
344,Khorixas,NA,2022-03-03 06:31:46,-20.3667,14.9667,69.66,32,26,3.89,scattered clouds
345,Matara,LK,2022-03-03 06:31:47,5.9485,80.5353,86.79,57,37,7.09,scattered clouds
346,Santa Cruz,BO,2022-03-03 06:30:04,-17.8,-63.1667,74.66,94,40,2.3,scattered clouds
347,Sal Rei,CV,2022-03-03 06:31:48,16.1833,-22.9167,68.56,80,0,22.62,clear sky
348,Huancavelica,PE,2022-03-03 06:31:49,-12.7667,-74.9833,37.17,94,100,2.53,light rain
349,Raudeberg,NO,2022-03-03 06:31:50,61.9875,5.1352,34.2,92,0,9.44,clear sky
350,Termoli,IT,2022-03-03 06:31:50,41.9888,14.9895,47.25,46,100,6.46,overcast clouds
351,Kalmunai,LK,2022-03-03 06:31:51,7.4167,81.8167,81.03,72,100,14.14,overcast clouds
352,Oranjemund,NA,2022-03-03 06:31:52,-28.55,16.4333,66.92,80,0,3.0,clear sky
353,Punta De Piedra,VE,2022-03-03 06:31:53,7.6176,-71.4916,76.32,69,54,3.31,broken clouds
354,Cabra,ES,2022-03-03 06:31:53,37.4725,-4.4421,49.89,85,97,2.95,overcast clouds
355,Port Keats,AU,2022-03-03 06:31:54,-14.25,129.55,87.42,67,91,9.01,overcast clouds
356,Vardo,NO,2022-03-03 06:31:55,70.3705,31.1107,30.4,81,100,34.45,overcast clouds
357,Ajdabiya,LY,2022-03-03 06:31:56,30.7554,20.2263,55.31,51,100,7.63,overcast clouds
358,Shostka,UA,2022-03-03 06:31:57,51.863,33.4698,32.67,92,99,3.74,overcast clouds
359,Zaysan,KZ,2022-03-03 06:31:58,47.4667,84.8667,20.57,95,93,2.84,overcast clouds
360,Yenotayevka,RU,2022-03-03 06:31:58,47.2456,47.0281,46.42,62,100,20.33,overcast clouds
361,Belyy Yar,RU,2022-03-03 06:31:59,53.6039,91.3903,24.69,62,0,17.9,clear sky
362,Hamilton,US,2022-03-03 06:30:39,39.1834,-84.5333,59.63,66,88,3.0,overcast clouds
363,Vyshneve,UA,2022-03-03 06:32:00,50.3891,30.3705,33.17,94,93,5.01,overcast clouds
364,Mwinilunga,ZM,2022-03-03 06:32:01,-11.7358,24.4293,68.72,84,100,1.28,overcast clouds
365,Leningradskiy,RU,2022-03-03 06:32:01,69.3833,178.4167,-4.02,99,99,4.99,overcast clouds
366,Iqaluit,CA,2022-03-03 06:32:02,63.7506,-68.5145,-5.31,70,100,18.41,overcast clouds
367,Taksimo,RU,2022-03-03 06:32:03,56.3444,114.8794,20.75,72,100,4.36,overcast clouds
368,Zvishavane,ZW,2022-03-03 06:32:03,-20.3267,30.0665,78.26,51,6,4.74,clear sky
369,Yeppoon,AU,2022-03-03 06:32:04,-23.1333,150.7333,100.18,60,80,17.67,broken clouds
370,Jalu,LY,2022-03-03 06:32:05,29.0331,21.5482,52.61,49,22,7.43,few clouds
371,Bathsheba,BB,2022-03-03 06:32:05,13.2167,-59.5167,77.61,88,75,14.97,broken clouds
372,Ylojarvi,FI,2022-03-03 06:32:06,61.5563,23.5961,29.8,88,0,2.3,clear sky
373,Hailar,CN,2022-03-03 06:32:07,49.2,119.7,22.35,80,100,8.72,overcast clouds
374,Jaru,BR,2022-03-03 06:32:08,-10.4389,-62.4664,72.03,97,100,2.15,overcast clouds
375,Papar,MY,2022-03-03 06:32:09,5.7333,115.9333,87.8,72,66,7.02,broken clouds
376,Eenhana,NA,2022-03-03 06:32:09,-17.4667,16.3333,68.85,84,100,2.64,overcast clouds
377,Kos,GR,2022-03-03 06:30:39,36.8933,27.2889,47.64,62,5,27.29,clear sky
378,Devarkonda,IN,2022-03-03 06:32:11,16.7,78.9333,89.67,22,97,10.92,overcast clouds
379,Victor Harbor,AU,2022-03-03 06:32:11,-35.5667,138.6167,95.47,53,100,3.0,overcast clouds
380,Klaksvik,FO,2022-03-03 06:32:12,62.2266,-6.589,43.72,95,100,35.72,overcast clouds
381,Ciudad Bolivar,VE,2022-03-03 06:32:13,8.1222,-63.5497,76.12,83,29,10.76,scattered clouds
382,Antsohihy,MG,2022-03-03 06:32:14,-14.8796,47.9875,75.11,95,100,4.38,light rain
383,Marabba,SD,2022-03-03 06:32:15,12.35,32.1833,89.91,23,27,10.38,scattered clouds
384,Charters Towers,AU,2022-03-03 06:32:15,-20.1,146.2667,103.59,11,75,11.88,broken clouds
385,Sur,OM,2022-03-03 06:32:16,22.5667,59.5289,80.4,49,0,5.59,clear sky
386,Jamame,SO,2022-03-03 06:32:17,0.0722,42.7506,90.12,47,5,15.03,clear sky
387,Mecca,SA,2022-03-03 06:32:18,21.4267,39.8261,85.66,41,0,6.4,clear sky
388,Ribeira Grande,PT,2022-03-03 06:32:19,38.5167,-28.7,57.61,56,3,3.65,clear sky
389,Barranca,PE,2022-03-03 06:32:19,-10.75,-77.7667,72.19,78,100,1.66,overcast clouds
390,Marrakesh,MA,2022-03-03 06:28:45,31.6315,-8.0083,48.27,71,0,4.61,clear sky
391,Kununurra,AU,2022-03-03 06:32:20,-15.7667,128.7333,93.18,52,40,10.36,scattered clouds
392,Pryazha,RU,2022-03-03 06:32:21,61.6926,33.6216,29.43,96,100,4.81,light snow
393,Karratha,AU,2022-03-03 06:31:10,-20.7377,116.8463,94.03,46,7,17.87,clear sky
394,Saint-Louis,SN,2022-03-03 06:32:22,16.3333,-15.0,76.64,27,0,11.56,clear sky
395,Soanierana Ivongo,MG,2022-03-03 06:32:23,-16.9167,49.5833,80.62,72,93,2.17,light rain
396,Rayagada,IN,2022-03-03 06:32:24,19.1667,83.4167,94.26,19,42,4.32,scattered clouds
397,Kota Belud,MY,2022-03-03 06:32:24,6.351,116.4305,87.66,64,68,6.11,broken clouds
398,Mfou,CM,2022-03-03 06:32:26,3.7159,11.6427,71.46,100,20,2.3,few clouds
399,Churachandpur,IN,2022-03-03 06:32:26,24.3333,93.6667,72.68,11,3,7.11,clear sky
400,Taltal,CL,2022-03-03 06:30:20,-25.4,-70.4833,65.53,84,2,1.19,clear sky
401,Roald,NO,2022-03-03 06:32:27,62.5833,6.1333,35.33,69,0,13.8,clear sky
402,Normandin,CA,2022-03-03 06:32:28,48.8333,-72.5321,5.31,66,50,4.61,scattered clouds
403,Aswan,EG,2022-03-03 06:32:28,24.0934,32.907,69.1,19,0,16.11,clear sky
404,Nesna,NO,2022-03-03 06:32:29,66.1967,13.0213,33.91,72,97,0.47,overcast clouds
405,Villazon,BO,2022-03-03 06:32:30,-22.0866,-65.5942,50.02,84,86,7.02,overcast clouds
406,Bani,DO,2022-03-03 06:32:31,18.2833,-70.3333,74.75,89,33,8.48,scattered clouds
407,Kenai,US,2022-03-03 06:32:32,60.5544,-151.2583,35.69,63,40,16.11,scattered clouds
408,Petropavlovka,RU,2022-03-03 06:32:33,50.6114,105.3196,23.32,51,100,8.84,overcast clouds
409,Hailey,US,2022-03-03 06:32:33,43.5196,-114.3153,35.8,80,0,9.22,clear sky
410,Zhangye,CN,2022-03-03 06:32:34,38.9342,100.4517,46.56,17,94,13.67,overcast clouds
411,Saldanha,ZA,2022-03-03 06:32:35,-33.0117,17.9442,66.25,82,0,4.97,clear sky
412,Semnan,IR,2022-03-03 06:32:35,35.5729,53.3971,57.0,41,91,3.98,overcast clouds
413,Vallenar,CL,2022-03-03 06:30:16,-28.5708,-70.7581,64.27,69,0,1.41,clear sky
414,Nanortalik,GL,2022-03-03 06:32:36,60.1432,-45.2371,18.79,86,100,12.59,light snow
415,Henties Bay,NA,2022-03-03 06:32:38,-22.116,14.2845,60.85,85,2,5.21,clear sky
416,Uvat,RU,2022-03-03 06:32:39,59.1433,68.8953,30.02,90,93,7.67,overcast clouds
417,Hofn,IS,2022-03-03 06:32:39,64.2539,-15.2082,37.29,86,100,7.49,light rain
418,Mlalo,TZ,2022-03-03 06:32:40,-4.9333,38.9333,87.64,48,93,9.73,overcast clouds
419,Birao,CF,2022-03-03 06:32:41,10.2849,22.7882,86.99,13,16,6.62,few clouds
420,Progreso,MX,2022-03-03 06:32:42,21.2833,-89.6667,68.11,74,0,7.45,clear sky
421,Waipawa,NZ,2022-03-03 06:32:42,-41.4122,175.5153,60.46,81,100,5.61,overcast clouds
422,General Roca,AR,2022-03-03 06:32:43,-39.0333,-67.5833,70.2,39,92,14.5,overcast clouds
423,Sobolevo,RU,2022-03-03 06:32:44,54.4299,31.8996,30.51,92,98,2.95,overcast clouds
424,Mount Isa,AU,2022-03-03 06:32:45,-20.7333,139.5,103.77,11,5,14.97,clear sky
425,Sioux Lookout,CA,2022-03-03 06:32:45,50.1001,-91.917,-3.62,59,40,6.91,scattered clouds
426,Vilhena,BR,2022-03-03 06:32:46,-12.7406,-60.1458,68.56,98,100,2.28,overcast clouds
427,Pemberton,CA,2022-03-03 06:32:46,50.3164,-122.8027,40.86,98,96,1.61,overcast clouds
428,Malanje,AO,2022-03-03 06:32:47,-9.5402,16.341,66.42,95,100,1.05,overcast clouds
429,San Miniato,IT,2022-03-03 06:32:48,43.6899,10.8174,46.98,80,100,2.24,light rain
430,Miandrivazo,MG,2022-03-03 06:32:49,-19.5167,45.4667,85.24,66,2,2.3,clear sky
431,Chepareria,KE,2022-03-03 06:32:49,1.3077,35.2039,76.05,28,0,2.84,clear sky
432,Isangel,VU,2022-03-03 06:32:50,-19.55,169.2667,86.11,79,75,4.61,broken clouds
433,Linhares,BR,2022-03-03 06:31:08,-19.3911,-40.0722,71.33,97,100,2.46,overcast clouds
434,Okha,RU,2022-03-03 06:32:51,53.5739,142.9478,3.25,91,28,10.2,scattered clouds
435,Likasi,CD,2022-03-03 06:32:52,-10.9814,26.7333,68.41,80,89,1.48,overcast clouds
436,North Bend,US,2022-03-03 06:32:53,43.4065,-124.2243,48.15,97,100,4.61,overcast clouds
437,Los Llanos De Aridane,ES,2022-03-03 06:32:53,28.6585,-17.9182,58.75,84,40,14.97,scattered clouds
438,Okhotsk,RU,2022-03-03 06:32:54,59.3833,143.3,15.73,89,100,10.69,overcast clouds
439,Khandbari,NP,2022-03-03 06:32:55,27.3747,87.2039,74.21,30,9,6.98,clear sky
440,Xinyu,CN,2022-03-03 06:32:55,27.8043,114.9334,71.94,60,46,4.59,scattered clouds
441,Chicama,PE,2022-03-03 06:32:56,-7.8447,-79.1469,74.21,71,100,2.91,overcast clouds
442,Puerto Montt,CL,2022-03-03 06:32:57,-41.4698,-72.9447,58.98,97,100,1.54,overcast clouds
443,Lapy,PL,2022-03-03 06:32:58,52.9911,22.8842,30.49,72,6,6.11,clear sky
444,Dauphin,CA,2022-03-03 06:29:11,51.1494,-100.0502,-5.66,59,0,11.5,clear sky
445,Pimenta Bueno,BR,2022-03-03 06:32:59,-11.6725,-61.1936,72.59,95,100,1.36,overcast clouds
446,Vestmannaeyjar,IS,2022-03-03 06:33:00,63.4427,-20.2734,41.68,59,93,20.96,overcast clouds
447,Thohoyandou,ZA,2022-03-03 06:33:01,-22.9456,30.485,79.11,53,0,2.28,clear sky
448,Maxixe,MZ,2022-03-03 06:33:02,-23.8597,35.3472,80.42,69,20,5.75,few clouds
449,Myitkyina,MM,2022-03-03 06:33:02,25.3833,97.4,92.12,16,57,1.86,broken clouds
450,Rio Grande,BR,2022-03-03 06:33:03,-32.035,-52.0986,66.31,79,0,7.07,clear sky
451,Batagay-Alyta,RU,2022-03-03 06:33:04,67.8006,130.4114,-11.49,91,92,1.59,overcast clouds
452,Avera,US,2022-03-03 06:33:05,33.194,-82.5271,62.47,59,0,5.77,clear sky
453,Lianzhou,CN,2022-03-03 06:33:06,24.7811,112.3825,78.39,64,74,5.79,broken clouds
454,Sorong,ID,2022-03-03 06:33:06,-0.8833,131.25,84.4,70,98,5.88,heavy intensity rain
455,Luziania,BR,2022-03-03 06:33:07,-16.2525,-47.9503,67.69,86,74,1.66,broken clouds
456,Jacareacanga,BR,2022-03-03 06:33:07,-6.2222,-57.7528,71.19,99,100,1.34,overcast clouds
457,Xochistlahuaca,MX,2022-03-03 06:33:08,16.7833,-98.25,68.83,78,1,4.61,clear sky
458,Gonzalez,US,2022-03-03 06:31:00,30.5816,-87.2914,59.49,74,0,6.91,clear sky
459,Cay,TR,2022-03-03 06:33:09,38.5917,31.0286,26.15,87,100,11.05,light snow
460,Giresun,TR,2022-03-03 06:33:10,40.5,38.5,13.32,100,100,9.62,snow
461,Bukama,CD,2022-03-03 06:33:11,-9.2,25.85,71.98,91,96,1.72,overcast clouds
462,Voloiac,RO,2022-03-03 06:33:12,44.6167,23.1,37.58,65,18,7.31,few clouds
463,Trabzon,TR,2022-03-03 06:33:13,40.9167,39.8333,42.89,81,75,8.05,broken clouds
464,Qui Nhon,VN,2022-03-03 06:33:13,13.7667,109.2333,78.19,74,70,11.61,broken clouds
465,Arlit,NE,2022-03-03 06:33:14,18.7369,7.3853,77.14,8,12,4.88,few clouds
466,Camacha,PT,2022-03-03 06:33:15,33.0833,-16.3333,60.53,82,40,11.5,scattered clouds
467,Acapulco,MX,2022-03-03 06:32:58,16.8634,-99.8901,76.82,73,0,0.0,clear sky
468,Ravar,IR,2022-03-03 06:33:15,31.2656,56.8055,69.66,15,0,4.32,clear sky
469,Viedma,AR,2022-03-03 06:33:16,-40.8135,-62.9967,61.95,58,10,13.87,clear sky
470,Zheshart,RU,2022-03-03 06:33:16,62.0731,49.5733,29.34,95,100,2.48,overcast clouds
471,Wanning,CN,2022-03-03 06:33:17,18.8003,110.3967,78.53,65,67,6.02,broken clouds
472,Sidi Ali,DZ,2022-03-03 06:33:17,36.0998,0.4206,48.31,57,0,6.89,clear sky
473,Shangzhi,CN,2022-03-03 06:33:18,45.2167,127.9667,28.18,77,42,9.26,scattered clouds
474,Iquique,CL,2022-03-03 06:31:15,-20.2208,-70.1431,70.2,78,100,2.53,overcast clouds
475,Valdivia,CL,2022-03-03 06:33:19,-39.8142,-73.2459,57.58,99,67,1.1,broken clouds
476,Omsukchan,RU,2022-03-03 06:33:20,62.5333,155.8,-5.91,97,100,5.75,overcast clouds
477,Montepuez,MZ,2022-03-03 06:33:20,-13.1256,38.9997,76.19,84,100,2.53,light rain
478,Maralal,KE,2022-03-03 06:31:50,1.0968,36.698,70.47,32,7,11.5,clear sky
479,Dakoro,NE,2022-03-03 06:33:22,14.5106,6.765,73.51,8,39,9.28,scattered clouds
480,Ayan,RU,2022-03-03 06:32:11,56.45,138.1667,9.63,65,1,7.7,clear sky
481,Tocopilla,CL,2022-03-03 06:33:22,-22.092,-70.1979,69.98,71,96,3.13,overcast clouds
482,Colac,AU,2022-03-03 06:33:23,-38.3333,143.5833,81.01,46,81,9.24,broken clouds
483,Kolokani,ML,2022-03-03 06:33:24,13.5728,-8.0339,73.02,24,100,10.02,overcast clouds
484,Turukhansk,RU,2022-03-03 06:33:24,65.8167,87.9833,-2.87,89,100,7.27,overcast clouds
485,Aleksandrovsk-Sakhalinskiy,RU,2022-03-03 06:33:13,50.8975,142.1561,10.63,89,80,5.66,broken clouds
486,Culpeper,US,2022-03-03 06:33:25,38.5004,-77.9664,56.44,69,100,1.99,overcast clouds
487,Jieshi,CN,2022-03-03 06:33:26,22.8134,115.8257,79.95,71,8,15.05,clear sky
488,Kurchum,KZ,2022-03-03 06:33:26,48.5722,83.6542,17.53,84,38,0.89,scattered clouds
489,Guanica,PR,2022-03-03 06:33:27,17.9716,-66.908,74.21,88,6,1.99,clear sky
490,Toamasina,MG,2022-03-03 06:33:27,-18.1667,49.3833,87.8,70,40,3.44,scattered clouds
491,Dourbali,TD,2022-03-03 06:33:29,11.8091,15.8632,81.14,6,86,12.19,overcast clouds
492,Verkhnevilyuysk,RU,2022-03-03 06:33:29,63.4453,120.3167,8.94,89,100,7.4,overcast clouds
493,Poltavka,RU,2022-03-03 06:33:30,54.3663,71.7632,21.61,87,100,14.18,overcast clouds
494,Half Moon Bay,US,2022-03-03 06:30:13,37.4636,-122.4286,56.91,71,0,8.05,clear sky
495,Oktyabrskiy,RU,2022-03-03 06:33:31,54.4815,53.471,24.01,88,100,6.58,overcast clouds
496,Ambovombe,MG,2022-03-03 06:33:32,-25.1667,46.0833,81.16,73,24,5.61,few clouds
497,Coihueco,CL,2022-03-03 06:33:33,-36.6167,-71.8333,60.75,72,75,1.32,broken clouds
498,Togur,RU,2022-03-03 06:33:34,58.3631,82.8265,20.52,93,100,14.03,light snow
499,Pratapgarh,IN,2022-03-03 06:33:34,24.0333,74.7833,84.07,15,0,3.83,clear sky
500,Porto Belo,BR,2022-03-03 06:33:35,-27.1578,-48.5531,75.25,92,100,5.64,light rain
501,Lipin Bor,RU,2022-03-03 06:33:36,60.2622,37.9763,25.48,93,100,2.44,overcast clouds
502,Ban Nahin,LA,2022-03-03 06:33:36,18.2418,104.2122,91.98,27,0,4.94,clear sky
503,Vizinga,RU,2022-03-03 06:33:37,61.0749,50.1031,30.7,94,100,5.44,overcast clouds
504,Kokkola,FI,2022-03-03 06:33:38,63.8385,23.1307,30.51,69,0,11.5,clear sky
505,Ixtapa,MX,2022-03-03 06:33:39,20.7,-105.2,70.23,87,0,3.0,clear sky
506,Manaus,BR,2022-03-03 06:32:41,-3.1019,-60.025,77.49,100,40,2.3,scattered clouds
507,Benjamin Constant,BR,2022-03-03 06:33:39,-4.3831,-70.0311,75.33,98,100,0.85,overcast clouds
508,Puerto Madryn,AR,2022-03-03 06:33:41,-42.7692,-65.0385,71.31,49,100,12.03,overcast clouds
509,Brejo,BR,2022-03-03 06:33:41,-3.6844,-42.7503,72.19,98,100,1.95,overcast clouds
510,Pevek,RU,2022-03-03 06:33:42,69.7008,170.3133,-18.06,100,78,2.06,broken clouds
511,Koumac,NC,2022-03-03 06:33:42,-20.5667,164.2833,81.34,77,100,4.54,overcast clouds
512,Sandakan,MY,2022-03-03 06:30:13,5.8402,118.1179,85.68,74,20,8.05,few clouds
513,Lasa,IT,2022-03-03 06:33:43,46.6166,10.7002,36.86,88,22,4.29,few clouds
514,Naples,IT,2022-03-03 06:31:05,40.8333,14.25,46.45,80,95,3.44,overcast clouds
515,Buchanan,LR,2022-03-03 06:33:44,5.8808,-10.0467,71.56,85,100,5.01,overcast clouds
516,Yarmouth,US,2022-03-03 06:33:44,41.7057,-70.2286,39.97,76,100,5.75,overcast clouds
517,Borger,NL,2022-03-03 06:33:45,52.9233,6.7931,32.81,86,0,9.22,clear sky
518,Khasan,RU,2022-03-03 06:33:45,42.4308,130.6434,37.71,31,0,9.48,clear sky
519,El Carmen,CO,2022-03-03 06:33:46,8.5106,-73.4478,67.35,98,85,3.87,overcast clouds
520,Ucluelet,CA,2022-03-03 06:30:14,48.9329,-125.5528,44.1,94,52,7.38,broken clouds
521,Urambo,TZ,2022-03-03 06:33:46,-5.0667,32.05,73.24,78,98,2.21,light rain
522,Maragogi,BR,2022-03-03 06:33:47,-9.0122,-35.2225,77.41,86,77,4.23,broken clouds
523,Kanigoro,ID,2022-03-03 06:33:48,-8.13,112.219,81.46,84,100,7.34,light rain
