City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Steti,CZ,2022-03-01 19:16:50,50.453,14.3742,36.84,52,0,2.37
295,Rocha,UY,2022-03-01 19:16:50,-34.4833,-54.3333,77.83,32,0,1.16
296,Mpongwe,ZM,2022-03-01 19:16:51,-13.5091,28.155,67.03,87,43,6.2
297,Ribeira Grande,PT,2022-03-01 19:16:52,38.5167,-28.7,63.0,82,75,21.85
298,Basqal,AZ,2022-03-01 19:16:52,40.7552,48.391,30.72,84,100,3.36
299,Krasnoselkup,RU,2022-03-01 19:16:53,65.7,82.4667,12.18,94,100,19.66
300,Rosario,AR,2022-03-01 19:16:53,-32.9468,-60.6393,86.07,31,0,12.66
301,Iranshahr,IR,2022-03-01 19:16:54,27.2025,60.6848,70.14,35,0,4.61
302,Tsiroanomandidy,MG,2022-03-01 19:16:55,-18.7667,46.0333,67.66,96,98,3.15
303,Cassilandia,BR,2022-03-01 19:16:55,-19.1133,-51.7342,89.56,42,72,6.78
304,Nemuro,JP,2022-03-01 19:16:56,43.3236,145.575,25.14,73,92,7.85
305,Daru,PG,2022-03-01 19:16:56,-9.0763,143.2092,76.26,89,99,8.57
306,Deer Lake,CA,2022-03-01 19:16:58,49.1667,-57.4316,12.06,62,100,12.66
307,Vuktyl,RU,2022-03-01 19:16:58,63.8567,57.3094,7.32,98,98,4.18
308,Asau,RO,2022-03-01 19:16:59,46.4333,26.4,31.95,80,100,6.17
309,Tukrah,LY,2022-03-01 19:16:59,32.5341,20.5791,56.44,89,100,6.67
310,Kenai,US,2022-03-01 19:17:00,60.5544,-151.2583,29.14,91,100,3.44
311,Faya,SA,2022-03-01 19:17:00,18.3851,42.4509,60.91,52,43,5.28
312,Bambous Virieux,MU,2022-03-01 19:17:01,-20.3428,57.7575,81.21,83,75,11.5
313,Ranong,TH,2022-03-01 19:17:01,9.9658,98.6348,76.37,91,19,4.23
314,Burns Lake,CA,2022-03-01 19:17:02,54.2331,-125.7533,35.02,91,100,4.36
315,Millinocket,US,2022-03-01 19:17:02,45.6573,-68.7098,24.91,30,100,5.75
316,Muros,ES,2022-03-01 19:17:03,42.7762,-9.0603,56.08,81,14,14.5
317,Hamilton,US,2022-03-01 19:14:04,39.1834,-84.5333,65.25,34,0,16.11
318,Taybad,IR,2022-03-01 19:17:04,34.74,60.7756,50.32,65,12,7.29
319,Nome,US,2022-03-01 19:17:04,64.5011,-165.4064,11.16,78,0,0.0
320,Pitsunda,GE,2022-03-01 19:17:05,43.1592,40.3378,42.98,92,100,3.42
321,Domoni,KM,2022-03-01 19:17:05,-12.2569,44.5319,80.29,87,100,6.98
322,Mantua,IT,2022-03-01 19:17:05,45.1667,10.7833,45.48,61,0,3.38
323,Codrington,AU,2022-03-01 19:18:06,-38.2667,141.9667,63.72,97,99,8.55
324,Mirnyy,RU,2022-03-01 19:18:07,62.5353,113.9611,-17.7,100,100,3.49
325,Catuday,PH,2022-03-01 19:18:07,16.2923,119.8062,76.53,79,44,6.31
326,Inta,RU,2022-03-01 19:18:08,66.0317,60.1659,12.07,95,97,13.2
327,Katsuura,JP,2022-03-01 19:18:08,35.1333,140.3,50.18,68,55,12.88
328,Saint-Pierre,RE,2022-03-01 19:18:09,-21.3393,55.4781,78.48,78,0,4.61
329,Urumqi,CN,2022-03-01 19:18:09,43.801,87.6005,20.35,80,70,2.24
330,Muravlenko,RU,2022-03-01 19:18:12,63.7898,74.523,1.96,91,100,28.03
331,Beloha,MG,2022-03-01 19:18:12,-25.1667,45.05,72.61,92,56,6.91
332,Susangerd,IR,2022-03-01 19:18:15,31.5608,48.1831,57.22,25,99,4.94
333,La Roche-Sur-Yon,FR,2022-03-01 19:18:15,46.6667,-1.4333,56.64,76,0,3.44
334,Sorland,NO,2022-03-01 19:18:21,67.667,12.6934,39.27,88,100,36.26
335,Gazojak,TM,2022-03-01 19:18:22,41.1875,61.4036,49.37,69,68,2.89
336,Port-Gentil,GA,2022-03-01 19:18:22,-0.7193,8.7815,82.18,78,100,9.37
337,Barranca,PE,2022-03-01 19:18:23,-10.75,-77.7667,76.24,69,85,11.23
338,Bardiyah,LY,2022-03-01 19:18:23,31.7561,25.0865,60.76,80,98,11.25
339,Castrillon,ES,2022-03-01 19:18:24,43.3979,-6.7922,52.34,97,100,4.32
340,Jungapeo,MX,2022-03-01 19:18:24,19.45,-100.4833,81.3,23,2,8.48
341,Burnie,AU,2022-03-01 19:18:25,-41.0667,145.9167,66.92,71,100,17.85
342,Vityazevo,RU,2022-03-01 19:18:25,44.9931,37.2719,43.21,87,40,8.99
343,Mopipi,BW,2022-03-01 19:18:26,-21.1833,24.8833,79.09,46,12,3.24
344,Pechenga,RU,2022-03-01 19:18:26,69.5259,31.1703,29.26,95,100,21.45
345,Bandarban,BD,2022-03-01 19:18:27,22.1965,92.2262,62.01,51,99,3.04
346,Vega De Alatorre,MX,2022-03-01 19:18:27,20.0333,-96.6333,70.74,71,47,9.06
347,Cidreira,BR,2022-03-01 19:18:28,-30.1811,-50.2056,75.16,71,98,11.43
348,Barda,AZ,2022-03-01 19:18:28,40.3744,47.1267,53.22,67,100,5.59
349,Safranbolu,TR,2022-03-01 19:18:28,41.2508,32.6942,35.46,91,100,1.57
350,Coquimbo,CL,2022-03-01 19:18:33,-29.9533,-71.3436,67.73,68,20,16.11
351,Bundaberg,AU,2022-03-01 19:18:33,-24.85,152.35,75.49,95,100,3.44
352,Kulhudhuffushi,MV,2022-03-01 19:18:34,6.6221,73.07,82.33,70,99,8.7
353,Lamu,KE,2022-03-01 19:18:34,-2.2717,40.902,79.02,83,100,14.14
354,Tezu,IN,2022-03-01 19:18:35,27.9167,96.1667,60.96,52,36,4.16
355,Smithers,CA,2022-03-01 19:18:35,54.7804,-127.1743,35.92,93,75,2.3
356,Kedrovyy,RU,2022-03-01 19:18:36,56.1667,91.8167,28.81,86,100,13.42
357,Bay Roberts,CA,2022-03-01 19:18:36,47.5999,-53.2648,23.32,50,79,11.01
358,Surab,PK,2022-03-01 19:18:37,28.4914,66.2585,47.73,75,100,14.7
359,Tiznit,MA,2022-03-01 19:18:37,29.5833,-9.5,63.21,56,5,4.16
360,Tambovka,RU,2022-03-01 19:18:38,50.0969,128.0489,1.51,100,93,3.09
361,Mbala,ZM,2022-03-01 19:18:38,-8.8402,31.3659,62.01,87,43,3.11
362,Vanavara,RU,2022-03-01 19:18:39,60.34,102.2797,15.22,94,100,10.25
363,Abu Dhabi,AE,2022-03-01 19:17:21,24.4667,54.3667,68.97,75,0,4.61
364,Mathathane,BW,2022-03-01 19:19:40,-22.2687,28.7495,82.49,39,11,9.53
365,Aykhal,RU,2022-03-01 19:19:40,66.0,111.5,-19.75,100,95,6.51
366,Evensk,RU,2022-03-01 19:19:41,61.95,159.2333,0.23,81,100,11.39
367,Bengkulu,ID,2022-03-01 19:19:41,-3.8004,102.2655,76.21,85,100,4.45
368,Okhotsk,RU,2022-03-01 19:19:42,59.3833,143.3,2.34,98,100,2.46
369,Lata,PT,2022-03-01 19:19:42,40.1629,-8.3327,59.04,94,88,4.65
370,Mandera,KE,2022-03-01 19:19:42,3.9366,41.867,89.06,21,0,10.8
371,Vitim,RU,2022-03-01 19:19:43,59.4511,112.5578,-0.65,100,94,3.53
372,Hovd,MN,2022-03-01 19:19:43,48.0056,91.6419,2.16,65,7,6.64
373,Puerto Suarez,BO,2022-03-01 19:19:44,-18.95,-57.8,95.56,52,40,5.75
374,Atar,MR,2022-03-01 19:19:44,20.5169,-13.0499,78.71,25,0,10.98
375,Thinadhoo,MV,2022-03-01 19:19:45,0.5333,72.9333,84.7,64,95,15.37
376,Riyadh,SA,2022-03-01 19:15:50,24.6877,46.7219,66.34,27,0,9.19
377,Barra Patuca,HN,2022-03-01 19:18:14,15.8,-84.2833,81.36,63,6,7.83
378,Sorkjosen,NO,2022-03-01 19:19:45,69.8,20.9333,32.04,80,100,11.7
379,Puerto Ayacucho,VE,2022-03-01 19:19:46,5.6639,-67.6236,92.98,45,59,2.28
380,Gao,ML,2022-03-01 19:19:46,16.6362,1.637,87.93,10,98,3.8
381,Ainazi,LV,2022-03-01 19:19:47,57.8636,24.3578,33.98,79,0,8.03
382,Taoudenni,ML,2022-03-01 19:19:47,22.6783,-3.9836,85.08,16,0,11.41
383,Flinders,AU,2022-03-01 19:19:47,-34.5833,150.8552,68.81,92,100,5.99
384,Pacific Grove,US,2022-03-01 19:19:48,36.6177,-121.9166,74.39,56,0,11.01
385,Mazatlan,MX,2022-03-01 19:18:57,23.2167,-106.4167,76.96,75,0,10.36
386,Whitehorse,CA,2022-03-01 19:15:10,60.7161,-135.0538,26.1,80,100,2.3
387,Nhulunbuy,AU,2022-03-01 19:19:49,-12.2333,136.7667,83.01,83,100,6.91
388,Khatanga,RU,2022-03-01 19:19:49,71.9667,102.5,-5.71,94,53,12.75
389,Tessalit,ML,2022-03-01 19:19:50,20.1986,1.0114,86.43,8,99,5.82
390,Namioka,JP,2022-03-01 19:19:50,40.7072,140.5894,32.76,88,62,2.89
391,Pangnirtung,CA,2022-03-01 19:19:50,66.1451,-65.7125,-14.8,76,75,2.3
392,Marathon,US,2022-03-01 19:19:55,44.9,-89.7668,37.24,58,0,9.22
393,Dunda,TZ,2022-03-01 19:19:55,-8.1167,34.25,68.58,84,100,3.4
394,Ahuimanu,US,2022-03-01 19:20:31,21.4447,-157.8378,78.46,74,40,5.75
395,Tanout,NE,2022-03-01 19:20:31,14.9709,8.8879,78.31,6,0,10.2
396,Prince Rupert,CA,2022-03-01 19:20:32,54.3161,-130.3201,41.09,93,100,1.14
397,Tocache,PE,2022-03-01 19:20:32,-8.1842,-76.5125,86.61,62,74,3.04
398,Vestmannaeyjar,IS,2022-03-01 19:20:33,63.4427,-20.2734,38.34,61,100,17.36
399,Kralendijk,BQ,2022-03-01 19:17:16,12.15,-68.2667,85.98,66,75,20.71
400,Yorosso,ML,2022-03-01 19:20:34,12.3536,-4.7761,87.46,22,70,1.92
401,Saint-Augustin,CA,2022-03-01 19:20:34,51.226,-58.6502,9.57,72,100,13.29
402,Kimbe,PG,2022-03-01 19:20:34,-5.5502,150.1429,75.58,96,100,2.35
403,Covington,US,2022-03-01 19:20:35,39.0837,-84.5086,65.71,33,0,16.11
404,Saint-Francois,FR,2022-03-01 19:20:35,46.4154,3.9054,47.64,57,0,5.75
405,Lexington,US,2022-03-01 19:18:24,37.9887,-84.4777,65.52,24,0,19.57
406,Guerrero Negro,MX,2022-03-01 19:20:36,27.9769,-114.0611,71.49,36,26,5.82
407,Koumac,NC,2022-03-01 19:20:37,-20.5667,164.2833,80.13,80,100,9.71
408,Nema,RU,2022-03-01 19:20:37,57.5067,50.5011,8.49,100,86,3.58
409,Kholm,RU,2022-03-01 19:20:38,59.2667,32.85,24.04,95,20,5.59
410,Riacho De Santana,BR,2022-03-01 19:21:38,-13.6092,-42.9389,82.45,49,75,6.69
411,Alekseyevsk,RU,2022-03-01 19:21:39,57.8406,108.3492,-4.59,100,100,3.6
412,Praia,CV,2022-03-01 19:21:40,14.9215,-23.5087,73.94,53,75,23.02
413,Shar,KZ,2022-03-01 19:21:40,49.5886,81.0453,8.33,87,83,8.72
414,Brigantine,US,2022-03-01 19:21:41,39.4101,-74.3646,55.04,67,0,13.8
415,Key Largo,US,2022-03-01 19:21:41,25.0865,-80.4473,83.98,56,0,5.77
416,Cabo San Lucas,MX,2022-03-01 19:17:32,22.8909,-109.9124,84.51,47,20,5.01
417,Necochea,AR,2022-03-01 19:21:42,-38.5473,-58.7368,75.04,29,99,16.35
418,Batagay-Alyta,RU,2022-03-01 19:21:42,67.8006,130.4114,-26.59,96,90,5.01
419,Porto Novo,BJ,2022-03-01 19:21:43,6.4965,2.6036,84.02,80,82,10.83
420,Alice Springs,AU,2022-03-01 19:21:43,-23.7,133.8833,71.15,56,5,5.75
421,Planaltina,BR,2022-03-01 19:21:43,-15.4528,-47.6142,86.29,70,64,3.36
422,Omboue,GA,2022-03-01 19:21:44,-1.5746,9.2618,80.19,82,100,5.48
423,Atikokan,CA,2022-03-01 19:21:44,48.7555,-91.6216,20.89,73,7,5.66
424,Akdepe,TM,2022-03-01 19:21:45,42.0551,59.3788,42.89,67,96,4.65
425,Wanaka,NZ,2022-03-01 19:21:45,-44.7,169.15,49.66,88,48,4.61
426,Coahuayana,MX,2022-03-01 19:21:45,18.7333,-103.6833,89.08,37,0,7.85
427,Rajauri,IN,2022-03-01 19:21:46,33.3833,74.3,50.0,59,100,5.7
428,Rondonopolis,BR,2022-03-01 19:17:56,-16.4708,-54.6356,81.27,78,63,1.45
429,Pascagoula,US,2022-03-01 19:21:47,30.3658,-88.5561,73.06,33,0,5.75
430,Ambovombe,MG,2022-03-01 19:21:47,-25.1667,46.0833,74.34,90,20,9.4
431,Manado,ID,2022-03-01 19:21:48,1.487,124.8455,74.17,100,40,1.14
432,Hervey Bay,AU,2022-03-01 19:21:24,-25.2986,152.8535,75.31,93,32,8.01
433,Coihaique,CL,2022-03-01 19:21:48,-45.5752,-72.0662,64.35,42,40,12.66
434,Hualmay,PE,2022-03-01 19:21:49,-11.0964,-77.6139,76.33,72,74,9.98
435,Poltavka,RU,2022-03-01 19:21:49,54.3663,71.7632,22.91,91,100,12.53
436,Troitskoye,RU,2022-03-01 19:21:50,52.9821,84.6757,21.34,73,36,15.95
437,Lincoln,US,2022-03-01 19:18:02,40.8,-96.667,76.01,25,0,10.36
438,Sistranda,NO,2022-03-01 19:21:50,63.7256,8.834,39.9,75,18,43.84
439,Turukhansk,RU,2022-03-01 19:21:51,65.8167,87.9833,23.04,97,100,7.02
440,Voskresenskoye,RU,2022-03-01 19:21:51,56.8381,45.4317,16.38,99,62,3.6
441,Paamiut,GL,2022-03-01 19:21:52,61.994,-49.6678,11.55,87,100,24.2
442,Petropavlovsk-Kamchatskiy,RU,2022-03-01 19:21:52,53.0452,158.6483,14.59,41,0,11.18
443,Jalu,LY,2022-03-01 19:21:53,29.0331,21.5482,71.8,16,100,6.82
444,Mersing,MY,2022-03-01 19:21:53,2.4312,103.8405,75.11,94,26,3.44
445,Harper,LR,2022-03-01 19:21:54,4.375,-7.7169,81.12,81,65,9.71
446,San Jeronimo,PE,2022-03-01 19:21:54,-11.9472,-75.2829,59.29,61,97,4.21
447,Ibra,OM,2022-03-01 19:21:55,22.6906,58.5334,72.86,62,0,7.18
448,Egvekinot,RU,2022-03-01 19:21:55,66.3167,-179.1667,8.29,96,97,4.81
449,Deputatskiy,RU,2022-03-01 19:21:56,69.3,139.9,-27.15,99,78,4.21
450,Yulara,AU,2022-03-01 19:21:56,-25.2406,130.9889,80.44,34,26,8.05
451,Nanakuli,US,2022-03-01 19:21:56,21.3906,-158.1547,78.71,69,40,6.91
452,Pahrump,US,2022-03-01 19:21:18,36.2083,-115.9839,71.76,12,0,1.99
453,Batagay,RU,2022-03-01 19:21:57,67.6333,134.6333,-26.97,100,97,2.3
454,Arys,KZ,2022-03-01 19:21:57,42.4252,68.795,44.82,74,93,4.43
455,Atocha,BO,2022-03-01 19:21:58,-20.9333,-66.2333,60.22,38,100,8.52
456,Lysva,RU,2022-03-01 19:20:43,58.1086,57.8053,14.45,100,90,2.26
457,Darhan,MN,2022-03-01 19:22:58,49.4867,105.9228,0.54,97,7,4.41
458,Vila Franca Do Campo,PT,2022-03-01 19:22:59,37.7167,-25.4333,66.2,91,100,13.33
459,Astoria,US,2022-03-01 19:23:00,46.1879,-123.8313,55.71,96,100,13.8
460,Ukiah,US,2022-03-01 19:19:08,39.1502,-123.2078,71.44,53,0,1.01
461,Westport,US,2022-03-01 19:20:10,41.1415,-73.3579,45.32,62,100,11.5
462,Turinskaya Sloboda,RU,2022-03-01 19:23:01,57.6232,64.3858,14.5,92,10,6.35
463,Weligama,LK,2022-03-01 19:23:01,5.9667,80.4167,77.16,84,100,1.07
464,Ucluelet,CA,2022-03-01 19:23:02,48.9329,-125.5528,47.08,94,100,4.0
465,Isla Mujeres,MX,2022-03-01 19:23:03,21.2311,-86.731,82.45,63,0,15.37
466,Nara,JP,2022-03-01 19:18:53,34.6851,135.8049,45.97,92,98,2.53
467,Friedberg,DE,2022-03-01 19:23:03,48.3569,10.9846,35.31,72,0,2.3
468,Shubarshi,KZ,2022-03-01 19:23:04,48.5872,57.1869,13.1,96,16,2.98
469,Terrace,CA,2022-03-01 19:23:04,54.5163,-128.6035,37.31,100,75,3.44
470,Llangefni,GB,2022-03-01 19:23:04,53.2556,-4.3106,45.66,78,5,11.5
471,Sarangani,PH,2022-03-01 19:23:05,5.4033,125.4636,81.25,79,49,19.91
472,Luganville,VU,2022-03-01 19:23:05,-15.5333,167.1667,76.23,93,100,9.62
473,Goundam,ML,2022-03-01 19:23:06,16.4145,-3.6708,89.49,18,22,5.82
474,Garmsar,IR,2022-03-01 19:23:06,35.2182,52.3409,56.8,37,68,1.5
475,Laizhou,CN,2022-03-01 19:23:07,37.1717,119.9214,31.21,37,0,8.28
476,Motozintla,MX,2022-03-01 19:23:07,15.3667,-92.2333,73.49,46,78,2.3
477,Zaidpur,IN,2022-03-01 19:23:08,26.8333,81.3333,62.67,50,1,5.3
478,Tieli,CN,2022-03-01 19:23:08,46.95,128.05,15.26,96,100,5.5
479,Altay,CN,2022-03-01 19:23:08,47.8667,88.1167,14.76,74,56,6.78
480,Balabac,PH,2022-03-01 19:23:09,7.9868,117.0645,80.31,82,100,14.83
481,Bauchi,NG,2022-03-01 19:23:09,10.5,10.0,80.44,11,6,6.69
482,Makakilo City,US,2022-03-01 19:23:10,21.3469,-158.0858,77.29,70,40,6.91
483,Tripoli,LY,2022-03-01 19:21:03,32.8752,13.1875,55.42,61,100,16.15
484,Ongandjera,NA,2022-03-01 19:23:11,-17.8833,15.0667,74.64,66,56,11.32
485,Gushikawa,JP,2022-03-01 19:23:11,26.3544,127.8686,67.23,95,100,4.61
486,Son La,VN,2022-03-01 19:23:12,21.3167,103.9,61.14,96,36,4.03
487,Belmonte,BR,2022-03-01 19:23:12,-15.8631,-38.8828,84.7,57,100,8.08
488,Brae,GB,2022-03-01 19:23:13,60.3964,-1.353,44.51,79,67,16.82
489,Taltal,CL,2022-03-01 19:23:13,-25.4,-70.4833,70.39,68,5,5.66
490,Dawson Creek,CA,2022-03-01 19:23:14,55.7666,-120.2362,17.24,79,100,6.91
491,Presidente Medici,BR,2022-03-01 19:23:15,-11.1753,-61.9014,83.44,81,98,3.4
492,Vostok,RU,2022-03-01 19:23:16,46.4856,135.8833,2.57,99,87,4.65
493,Boende,CD,2022-03-01 19:23:16,-0.2167,20.8667,72.32,89,100,3.11
494,Doha,QA,2022-03-01 19:23:16,25.2867,51.5333,67.98,40,0,9.22
495,Grand Island,US,2022-03-01 19:23:17,40.925,-98.342,71.89,24,0,7.0
496,Santa Isabel,BR,2022-03-01 19:23:17,-23.3156,-46.2214,89.65,64,100,6.89
497,Palauig,PH,2022-03-01 19:23:18,15.435,119.9045,77.59,65,95,4.7
498,Channel-Port Aux Basques,CA,2022-03-01 19:23:18,47.5702,-59.1367,17.26,74,100,23.35
499,Kidal,ML,2022-03-01 19:18:55,18.4411,1.4078,86.43,10,100,6.78
500,Kailua,US,2022-03-01 19:23:19,21.4022,-157.7394,78.75,76,0,1.01
501,Nishihara,JP,2022-03-01 19:24:19,26.1842,127.7558,67.28,97,75,10.36
502,Aden,YE,2022-03-01 19:24:20,12.7794,45.0367,77.88,74,32,16.26
503,Gornopravdinsk,RU,2022-03-01 19:24:20,60.05,69.9,15.8,85,58,11.54
504,Chauk,MM,2022-03-01 19:24:20,20.8833,94.8167,74.77,33,6,4.43
505,Kutum,SD,2022-03-01 19:24:21,14.2,24.6667,70.86,9,21,8.12
506,Barabai,ID,2022-03-01 19:24:21,-2.5833,115.3833,74.37,96,27,1.21
507,Sabang,ID,2022-03-01 19:24:22,5.8933,95.3214,81.16,74,100,4.79
508,Ahipara,NZ,2022-03-01 19:24:22,-35.1667,173.1667,62.42,80,100,4.88
509,Port Hawkesbury,CA,2022-03-01 19:24:23,45.6169,-61.3485,23.92,63,0,9.22
510,Saldanha,ZA,2022-03-01 19:24:23,-33.0117,17.9442,66.25,89,0,10.27
511,Tamandare,BR,2022-03-01 19:24:24,-8.7597,-35.1047,83.26,63,100,10.31
512,Turbat,PK,2022-03-01 19:24:24,26.0023,63.044,72.48,69,7,6.73
513,Bratsk,RU,2022-03-01 19:24:25,56.1325,101.6142,18.09,87,100,10.98
514,Zheleznogorsk-Ilimskiy,RU,2022-03-01 19:24:25,56.5768,104.1217,8.76,95,100,5.3
515,Glace Bay,CA,2022-03-01 19:24:25,46.1969,-59.957,22.21,55,75,5.75
516,Kautokeino,NO,2022-03-01 19:24:26,69.0125,23.0412,25.77,82,100,13.38
517,Marawi,PH,2022-03-01 19:24:26,7.9986,124.2928,66.65,94,100,1.07
518,Poya,NC,2022-03-01 19:24:27,-21.35,165.15,78.87,89,100,11.95
519,Marsa Matruh,EG,2022-03-01 19:24:27,31.3525,27.2453,61.0,82,0,8.05
520,Kintinku,TZ,2022-03-01 19:24:27,-5.8833,35.2333,71.89,78,99,1.81
521,Copacabana,CO,2022-03-01 19:24:28,6.3463,-75.5089,82.74,47,40,13.8
522,Wanning,CN,2022-03-01 19:24:28,18.8003,110.3967,68.45,95,100,6.46
523,Susanville,US,2022-03-01 19:24:29,40.4163,-120.653,57.81,47,0,3.44
524,Mayo,US,2022-03-01 19:24:29,38.8876,-76.5119,55.36,55,0,11.5
525,Tomatlan,MX,2022-03-01 19:24:30,19.9333,-105.25,87.51,47,11,10.56
526,Atherton,GB,2022-03-01 19:21:28,53.5237,-2.4935,44.89,76,6,8.01
527,Panzhihua,CN,2022-03-01 19:24:30,26.5851,101.7128,52.41,55,0,1.66
528,Diego De Almagro,CL,2022-03-01 19:24:31,-26.3667,-70.05,80.67,24,0,12.59
529,Anuchino,RU,2022-03-01 19:24:31,43.9622,133.0544,10.81,94,6,4.23
530,Araouane,ML,2022-03-01 19:24:31,18.9048,-3.5265,83.89,21,89,4.88
531,Brasilia,BR,2022-03-01 19:22:50,-15.7797,-47.9297,85.12,35,40,11.5
532,Sibu,MY,2022-03-01 19:24:32,2.3,111.8167,77.31,100,40,0.0
533,Bouza,NE,2022-03-01 19:24:33,14.4229,6.0428,80.85,8,0,6.2
534,Mul,IN,2022-03-01 19:24:33,20.0667,79.6667,77.32,30,4,6.26
535,Toora-Khem,RU,2022-03-01 19:24:34,52.4675,96.11,-7.1,99,61,1.74
536,Geraldton,AU,2022-03-01 19:24:34,-28.7667,114.6,68.41,68,89,9.22
537,Russell,US,2022-03-01 19:20:24,32.3502,-85.1999,70.92,26,0,6.91
538,Kingsville,US,2022-03-01 19:24:35,27.5159,-97.8561,71.69,42,20,8.05
539,Gaya,IN,2022-03-01 19:21:29,24.7833,85.0,62.51,82,1,0.0
540,Kempele,FI,2022-03-01 19:24:35,64.9131,25.5034,35.62,75,0,10.36
541,Esperance,AU,2022-03-01 19:24:36,-33.8667,121.9,69.64,76,100,14.2
542,Preobrazheniye,RU,2022-03-01 19:24:36,42.9019,133.9064,25.45,60,1,7.07
543,Sumkino,RU,2022-03-01 19:24:37,58.1108,68.3244,18.79,87,98,10.65
544,Iwaki,JP,2022-03-01 19:24:37,37.05,140.8833,46.02,67,18,4.0
545,Port Hedland,AU,2022-03-01 19:24:37,-20.3167,118.5667,80.65,94,100,4.61
546,Maple Creek,CA,2022-03-01 19:24:38,49.9168,-109.4848,41.41,80,100,5.75
547,Cavalcante,BR,2022-03-01 19:24:38,-13.7975,-47.4583,77.77,62,87,3.8
548,Serra Talhada,BR,2022-03-01 19:24:39,-7.9919,-38.2983,89.78,34,100,11.77
549,Pagouria,GR,2022-03-01 19:25:40,41.0291,25.3184,40.78,76,18,7.74
550,Tucumcari,US,2022-03-01 19:25:41,35.1717,-103.725,71.94,8,0,3.44
551,Cervo,ES,2022-03-01 19:21:59,43.6702,-7.4101,54.19,88,94,12.24
552,Cilegon,ID,2022-03-01 19:25:41,-6.0174,106.0538,76.89,82,100,13.71
553,Arlit,NE,2022-03-01 19:25:42,18.7369,7.3853,83.19,8,1,8.93
554,Anshun,CN,2022-03-01 19:25:42,26.25,105.9333,42.46,93,13,2.44
555,Soe,ID,2022-03-01 19:25:43,-9.8607,124.284,65.59,89,100,4.05
556,Ust-Kuyga,RU,2022-03-01 19:25:43,70.0167,135.6,-33.92,100,100,3.58
557,Zhangzhou,CN,2022-03-01 19:25:44,24.5133,117.6556,62.53,92,88,5.55
558,Dzhebariki-Khaya,RU,2022-03-01 19:25:44,62.2167,135.8,-30.17,100,87,0.49
559,San Javier,ES,2022-03-01 19:25:45,37.8063,-0.8374,58.05,72,0,3.44
560,Nizwa,OM,2022-03-01 19:25:45,22.9333,57.5333,73.38,50,0,2.71
